title,price,category,gender,img_url,product_url
LC Waikiki Tie Neck Floral Frilled Mini Dress,EGP 409.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0658331/1.jpg?5079,https://www.jumia.com.eg/lc-waikiki-tie-neck-floral-frilled-mini-dress-133856018.html
LC Waikiki U Neck Floral Ruched A-Line Mini Dress,EGP 309.00 - EGP 409.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/8658331/1.jpg?0231,https://www.jumia.com.eg/lc-waikiki-u-neck-floral-ruched-a-line-mini-dress-133856835.html
LC Waikiki Patterned Long Sleeve Women's Shirt Dress,EGP 679.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/3601431/1.jpg?7215,https://www.jumia.com.eg/lc-waikiki-patterned-long-sleeve-womens-shirt-dress-134106358.html
LC Waikiki Shirt Collar Straight Long Sleeve Women Dress,EGP 669.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/081533/1.jpg?0394,https://www.jumia.com.eg/lc-waikiki-shirt-collar-straight-long-sleeve-women-dress-33518054.html
American Eagle Sunchaser Knit Smocked Bodice Midi Dress,"EGP 1,140.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/5019231/1.jpg?2583,https://www.jumia.com.eg/american-eagle-sunchaser-knit-smocked-bodice-midi-dress-132910548.html
LC Waikiki Floral Patterned Women's Dress,EGP 499.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/0201431/1.jpg?2675,https://www.jumia.com.eg/lc-waikiki-floral-patterned-womens-dress-134102011.html
LC Waikiki U Neck Floral A-Line Mini Dress,EGP 309.00 - EGP 419.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/2851431/1.jpg?6860,https://www.jumia.com.eg/lc-waikiki-u-neck-floral-a-line-mini-dress-134158266.html
LC Waikiki Square Collar Floral Strap Women's Dress,EGP 579.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/0310031/1.jpg?1231,https://www.jumia.com.eg/lc-waikiki-square-collar-floral-strap-womens-dress-130013010.html
Defacto Slim Fit Crew Neck Lace Sleeveless Maxi Dress,"EGP 1,359.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/5733431/1.jpg?0083,https://www.jumia.com.eg/defacto-slim-fit-crew-neck-lace-sleeveless-maxi-dress-134337540.html
LC Waikiki Crew Neck Plain Linen-Look Women's Dress,EGP 399.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/5245331/1.jpg?9170,https://www.jumia.com.eg/lc-waikiki-crew-neck-plain-linen-look-womens-dress-133542520.html
LC Waikiki Funnel Neck Long Sleeve Woman Dress,EGP 579.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/4647331/1.jpg?8223,https://www.jumia.com.eg/lc-waikiki-funnel-neck-long-sleeve-woman-dress-133746475.html
Ricci Black Long Satin Dress For Woman,EGP 549.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/501403/1.jpg?7846,https://www.jumia.com.eg/ricci-black-long-satin-dress-for-woman-30410553.html
LC Waikiki Crew Neck Plain Linen-Look Women's Dress,EGP 399.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/5245331/1.jpg?1566,https://www.jumia.com.eg/lc-waikiki-crew-neck-plain-linen-look-womens-dress-133542501.html
LC Waikiki Tie Neck Long Sleeve Woman Dress,EGP 389.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/5840331/1.jpg?8621,https://www.jumia.com.eg/lc-waikiki-tie-neck-long-sleeve-woman-dress-133048538.html
Colorful Long Sleeve Dress-Burgundy Colors,"EGP 1,200.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/268154/1.jpg?5943,https://www.jumia.com.eg/generic-colorful-long-sleeve-dress-burgundy-colors-45186281.html
Burgundy chiffon sleeve dress,EGP 700.00 - EGP 850.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/0772431/1.jpg?9667,https://www.jumia.com.eg/generic-burgundy-chiffon-sleeve-dress-134277059.html
Long Sleeve Dress - Black Colors,"EGP 1,200.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/178644/1.jpg?4667,https://www.jumia.com.eg/generic-long-sleeve-dress-black-colors-44687101.html
Mesery Bretelle Short Dress Cotton Thin Strap - Maroon,EGP 199.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/530152/1.jpg?3609,https://www.jumia.com.eg/mesery-bretelle-short-dress-cotton-thin-strap-maroon-25103526.html
Long Sleeve Dress - Brown,"EGP 1,200.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/9371431/1.jpg?5401,https://www.jumia.com.eg/generic-long-sleeve-dress-brown-134173906.html
Defacto Woman V Neck Tiered Short Sleeve Woven Dress - Orange,EGP 426.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/6580431/1.jpg?8606,https://www.jumia.com.eg/defacto-woman-v-neck-tiered-short-sleeve-woven-dress-orange-134085696.html
Defacto Woman Bodycon Halter Collar Camisole Midi Dress,EGP 250.86,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/2838331/1.jpg?6148,https://www.jumia.com.eg/defacto-woman-bodycon-halter-collar-camisole-midi-dress-133838242.html
Black Dot Tunic,EGP 300.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/5333431/1.jpg?8466,https://www.jumia.com.eg/generic-black-dot-tunic-134333588.html
Casual Sporty Abaya with Hood and Front Zipper – Modern & Comfortable Design,"EGP 1,250.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/629454/1.jpg?3693,https://www.jumia.com.eg/generic-casual-sporty-abaya-with-hood-and-front-zipper-modern-comfortable-design-45492667.html
Lavander Dot Tunic,EGP 300.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/5333431/1.jpg?8435,https://www.jumia.com.eg/generic-lavander-dot-tunic-134333542.html
White Dot Tunic,EGP 300.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/6333431/1.jpg?8516,https://www.jumia.com.eg/generic-white-dot-tunic-134333657.html
Clue V-Neck Ribbed Dress,"EGP 1,041.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/9710431/1.jpg?7817,https://www.jumia.com.eg/clue-v-neck-ribbed-dress-134017983.html
Clue Hooded Lounge Sweatshirt Dress,EGP 921.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0810431/1.jpg?7875,https://www.jumia.com.eg/clue-hooded-lounge-sweatshirt-dress-134018018.html
Clue Clue V-Collared Neck Shirt Dress,EGP 801.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/2916131/1.jpg?6529,https://www.jumia.com.eg/clue-clue-v-collared-neck-shirt-dress-131619214.html
Dress,EGP 650.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/157052/1.jpg?0276,https://www.jumia.com.eg/generic-dress-25075125.html
LC Waikiki Sweetheart Neck Short Sleeve Woman Dress,EGP 839.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/1558331/1.jpg?1110,https://www.jumia.com.eg/lc-waikiki-sweetheart-neck-short-sleeve-woman-dress-133855115.html
LC Waikiki V Neck Straight Short Sleeve A-Cut Women Dress,EGP 639.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/0079921/1.jpg?1176,https://www.jumia.com.eg/lc-waikiki-v-neck-straight-short-sleeve-a-cut-women-dress-129970021.html
LC Waikiki Polo Neck Women's Bodycon Dress,EGP 419.00 - EGP 569.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/9093331/1.jpg?2423,https://www.jumia.com.eg/lc-waikiki-polo-neck-womens-bodycon-dress-133390995.html
LC Waikiki XSIDE Boat Collar Straight Short Sleeve Women's Dress,EGP 389.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/213908/1.jpg?7906,https://www.jumia.com.eg/lc-waikiki-xside-boat-collar-straight-short-sleeve-womens-dress-80931250.html
LC Waikiki Crew Neck Patterned A Form Women's Dress,EGP 529.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/3245331/1.jpg?3516,https://www.jumia.com.eg/lc-waikiki-crew-neck-patterned-a-form-womens-dress-133542397.html
LC Waikiki Floral Frilled Women's Long Dress,EGP 599.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/3245331/1.jpg?1538,https://www.jumia.com.eg/lc-waikiki-floral-frilled-womens-long-dress-133542359.html
LC Waikiki Tie Neck Floral Frilled Mini Dress,EGP 299.00 - EGP 379.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/1658331/1.jpg?5359,https://www.jumia.com.eg/lc-waikiki-tie-neck-floral-frilled-mini-dress-133856173.html
LC Waikiki Crew Neck Bodycon Dress,EGP 519.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/5068331/1.jpg?9025,https://www.jumia.com.eg/lc-waikiki-crew-neck-bodycon-dress-133860533.html
LC Waikiki Women's Crew Neck Straight Bodycon Dress,EGP 429.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/3515131/1.jpg?0581,https://www.jumia.com.eg/lc-waikiki-womens-crew-neck-straight-bodycon-dress-131515344.html
Black Dress – Versatile and Easy to Maintain,EGP 420.00 - EGP 430.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/8363911/1.jpg?4803,https://www.jumia.com.eg/generic-black-dress-versatile-and-easy-to-maintain-119363813.html
Andora Self Pattern Buttoned Long Dress - Black & White,EGP 749.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/6882331/1.jpg?3024,https://www.jumia.com.eg/andora-self-pattern-buttoned-long-dress-black-white-133288659.html
LC Waikiki Square Collar Floral Women's Dress,EGP 589.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/5171431/1.jpg?9879,https://www.jumia.com.eg/lc-waikiki-square-collar-floral-womens-dress-134171522.html
Colorful Long Sleeve Dress-Blue Colors.,"EGP 1,200.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/268154/1.jpg?5720,https://www.jumia.com.eg/generic-colorful-long-sleeve-dress-blue-colors.-45186282.html
LC Waikiki V Neck Dress,EGP 599.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/5068331/1.jpg?9154,https://www.jumia.com.eg/lc-waikiki-v-neck-dress-133860576.html
LC Waikiki Crew Neck Patterned Women's Mini Dress,EGP 359.00 - EGP 379.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/0468331/1.jpg?5082,https://www.jumia.com.eg/lc-waikiki-crew-neck-patterned-womens-mini-dress-133864033.html
Dress Suitable For Summer In Distinctive Colors,EGP 675.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/916174/1.jpg?9312,https://www.jumia.com.eg/generic-dress-suitable-for-summer-in-distinctive-colors-47161984.html
LC Waikiki Collared Neck Long Sleeve Woman Dresses,"EGP 1,299.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/0193331/1.jpg?9297,https://www.jumia.com.eg/lc-waikiki-collared-neck-long-sleeve-woman-dresses-133391016.html
American Eagle Mixed Media Knit Midi Dress,"EGP 1,200.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/5019231/1.jpg?1818,https://www.jumia.com.eg/american-eagle-mixed-media-knit-midi-dress-132910545.html
LC Waikiki Crew Neck Regular Long Sleeve Women's Dress,EGP 319.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/0332521/1.jpg?1238,https://www.jumia.com.eg/lc-waikiki-crew-neck-regular-long-sleeve-womens-dress-125233047.html
Ricci Casual Black Wide Chemise Dress for Women,EGP 399.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/921032/1.jpg?0144,https://www.jumia.com.eg/ricci-casual-black-wide-chemise-dress-for-women-23012927.html
LC Waikiki Funnel Neck Textured Women's Dress,EGP 339.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/9645331/1.jpg?1390,https://www.jumia.com.eg/lc-waikiki-funnel-neck-textured-womens-dress-133546992.html
Dress For Women 2024,EGP 399.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/761799/1.jpg?2488,https://www.jumia.com.eg/generic-dress-for-women-2024-99716742.html
LC Waikiki Tie Neck Cherry Patterned Frilled Mini Dress,EGP 429.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/0201431/1.jpg?2691,https://www.jumia.com.eg/lc-waikiki-tie-neck-cherry-patterned-frilled-mini-dress-134102012.html
LC Waikiki Square Collar Floral Slit Dress,EGP 559.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/2851431/1.jpg?6417,https://www.jumia.com.eg/lc-waikiki-square-collar-floral-slit-dress-134158216.html
LC Waikiki V Neck Women's Dress,EGP 519.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/9093331/1.jpg?9259,https://www.jumia.com.eg/lc-waikiki-v-neck-womens-dress-133390993.html
LC Waikiki Crew Neck Knit Dress,EGP 329.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/6075331/1.jpg?3991,https://www.jumia.com.eg/lc-waikiki-crew-neck-knit-dress-133570668.html
LC Waikiki Polo Neck Women's Bodycon Dress,EGP 489.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/8093331/1.jpg?9363,https://www.jumia.com.eg/lc-waikiki-polo-neck-womens-bodycon-dress-133390817.html
LC Waikiki Crew Neck Straight A Cut Women's Dress,EGP 229.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/9395031/1.jpg?6397,https://www.jumia.com.eg/lc-waikiki-crew-neck-straight-a-cut-womens-dress-130593982.html
American Eagle AE Sunchaser Knit Tie Shoulder Maxi Dress,"EGP 1,050.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/2465331/1.jpg?1167,https://www.jumia.com.eg/american-eagle-ae-sunchaser-knit-tie-shoulder-maxi-dress-133564258.html
Chicfull Casual Dress - Versatile Work and Casual Maxi Dress,EGP 845.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/496961/1.jpg?2283,https://www.jumia.com.eg/generic-chicfull-casual-dress-versatile-work-and-casual-maxi-dress-16969467.html
Martina Store Women's Ribbed Cotton Dress - Black,EGP 349.99,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/2361031/1.jpg?2648,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-dress-black-130163221.html
"Two-piece denim dress, high-quality material",EGP 899.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/0817331/1.jpg?1495,https://www.jumia.com.eg/generic-two-piece-denim-dress-high-quality-material-133718045.html
Dress,EGP 290.00 - EGP 300.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/8363911/1.jpg?4207,https://www.jumia.com.eg/generic-dress-119363806.html
LC Waikiki Floral Women Shirt Dress,EGP 939.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/9684031/1.jpg?1166,https://www.jumia.com.eg/lc-waikiki-floral-women-shirt-dress-130486943.html
Colorful Long Sleeve Dress-Green,"EGP 1,200.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/683274/1.jpg?5657,https://www.jumia.com.eg/generic-colorful-long-sleeve-dress-green-47238669.html
Andora Classic Everyday Wear Floral Long Sleeves Maxi Dress – Navy & Pink,EGP 799.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/3866331/1.jpg?2225,https://www.jumia.com.eg/andora-classic-everyday-wear-floral-long-sleeves-maxi-dress-navy-pink-133668387.html
LC Waikiki Patterned Long Sleeve Women's Shirt Dress,EGP 619.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/0849921/1.jpg?7318,https://www.jumia.com.eg/lc-waikiki-patterned-long-sleeve-womens-shirt-dress-129948056.html
"Two-piece dress, multi-colored, high-quality material",EGP 630.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/2131031/1.jpg?8206,https://www.jumia.com.eg/generic-two-piece-dress-multi-colored-high-quality-material-130131295.html
"jeans, high quality material",EGP 899.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/7685331/1.jpg?5341,https://www.jumia.com.eg/generic-jeans-high-quality-material-133586742.html
Plaid Dress,EGP 255.00 - EGP 390.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/9613911/1.jpg?3808,https://www.jumia.com.eg/generic-plaid-dress-119316912.html
Defacto Woman C Neck Regular Fit Sleeve less Woven Dress - Saks,EGP 245.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/3580431/1.jpg?2957,https://www.jumia.com.eg/defacto-woman-c-neck-regular-fit-sleeve-less-woven-dress-saks-134085343.html
LC Waikiki Shirt Neck Regular Long Sleeve Viscose Women's Dress,EGP 359.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/7245331/1.jpg?7254,https://www.jumia.com.eg/shirt-neck-regular-long-sleeve-viscose-womens-dress-lc-waikiki-mpg3848694.html
LC Waikiki Tie Neck Patterned Women's Dress,EGP 499.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/3245331/1.jpg?1321,https://www.jumia.com.eg/lc-waikiki-tie-neck-patterned-womens-dress-133542357.html
LC Waikiki V-Neck Patterned Short Sleeve Women's Dress,EGP 829.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/5171431/1.jpg?9854,https://www.jumia.com.eg/lc-waikiki-v-neck-patterned-short-sleeve-womens-dress-134171517.html
LC Waikiki Plain Pleated Women's Midi Dress,EGP 449.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6068331/1.jpg?9317,https://www.jumia.com.eg/lc-waikiki-plain-pleated-womens-midi-dress-133860639.html
Clue Maxi Dress with Lace Details,EGP 861.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/4901431/1.jpg?6689,https://www.jumia.com.eg/clue-maxi-dress-with-lace-details-134109475.html
LC Waikiki Square Collar Floral Slit Dress,EGP 569.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/5658331/1.jpg?7652,https://www.jumia.com.eg/lc-waikiki-square-collar-floral-slit-dress-133856594.html
LC Waikiki Crew Neck Women's Bodycon Dress,EGP 429.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/5068331/1.jpg?8945,https://www.jumia.com.eg/lc-waikiki-crew-neck-womens-bodycon-dress-133860501.html
LC Waikiki Square Collar Short Sleeve Woman Dress,EGP 419.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/8805031/1.jpg?1186,https://www.jumia.com.eg/lc-waikiki-square-collar-short-sleeve-woman-dress-130508823.html
Ricci Long satin dress for woman,"EGP 1,099.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/5043431/1.jpg?4972,https://www.jumia.com.eg/ricci-long-satin-dress-for-woman-134340530.html
V A L Y A Women Ribbed Lycra Maxi Dress – Long Sleeve Bodycon,EGP 399.99,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/9221431/1.jpg?7669,https://www.jumia.com.eg/women-ribbed-lycra-maxi-dress-long-sleeve-bodycon-v-a-l-y-a-mpg3900699.html
Defacto 100% Cotton Belted Sleeveless Midi Dress,"EGP 1,019.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/4733431/1.jpg?9923,https://www.jumia.com.eg/defacto-100-cotton-belted-sleeveless-midi-dress-134337483.html
Clue Clue Dual Tone V-Neck Dress,EGP 621.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9669031/1.jpg?1063,https://www.jumia.com.eg/clue-clue-dual-tone-v-neck-dress-130966973.html
Long Sleeve Dress - Navy Blue Colorsز,EGP 399.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/9371431/1.jpg?8788,https://www.jumia.com.eg/generic-long-sleeve-dress-navy-blue-colors-134173901.html
Very chic women's dress,EGP 900.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/8770031/1.jpg?5965,https://www.jumia.com.eg/generic-very-chic-womens-dress-130077830.html
Defacto Crew Neck Printed Poplin Balloon Sleeves Dress,"EGP 1,155.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/2302431/1.jpg?3936,https://www.jumia.com.eg/defacto-crew-neck-printed-poplin-balloon-sleeves-dress-134203277.html
Fg Fg Women's Lace Lined Dress,"EGP 1,050.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/5974131/1.jpg?0455,https://www.jumia.com.eg/fg-fg-womens-lace-lined-dress-131479539.html
Long Sleeves Full Down Buttons Maxi Dress - Cashmere,EGP 373.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/194292/1.jpg?1310,https://www.jumia.com.eg/generic-long-sleeves-full-down-buttons-maxi-dress-cashmere-29249163.html
LC Waikiki Belted Shirt Dress.,EGP 749.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/8176331/1.jpg?1160,https://www.jumia.com.eg/lc-waikiki-belted-shirt-dress.-133671854.html
Andora Classic Everyday Wear Floral Long Sleeves Maxi Dress – Black & Rose,EGP 799.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/3866331/1.jpg?1580,https://www.jumia.com.eg/andora-classic-everyday-wear-floral-long-sleeves-maxi-dress-black-rose-133668378.html
LC Waikiki Tie Neck Dress,EGP 989.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/7290431/1.jpg?8565,https://www.jumia.com.eg/lc-waikiki-tie-neck-dress-134092762.html
LC Waikiki Belted Shirt Dress,EGP 779.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/7559331/1.jpg?4669,https://www.jumia.com.eg/lc-waikiki-belted-shirt-dress-133955798.html
LC Waikiki Patterned Women's Beach Dress,EGP 569.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/2851431/1.jpg?6765,https://www.jumia.com.eg/lc-waikiki-patterned-womens-beach-dress-134158251.html
American Eagle Sunchaser Knit Smocked Bodice Midi Dress,"EGP 1,140.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/5019231/1.jpg?1078,https://www.jumia.com.eg/american-eagle-sunchaser-knit-smocked-bodice-midi-dress-132910542.html
LC Waikiki Collared Neck Long Sleeve Woman Dresses,EGP 989.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/3245331/1.jpg?2869,https://www.jumia.com.eg/lc-waikiki-collared-neck-long-sleeve-woman-dresses-133542399.html
Defacto Slim Fit Crew Neck Lace Sleeveless Maxi Dress,"EGP 1,499.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/9102431/1.jpg?7616,https://www.jumia.com.eg/defacto-slim-fit-crew-neck-lace-sleeveless-maxi-dress-134201907.html
American Eagle AE Long-Sleeve Tiered Embroidered Midi Dress,"EGP 1,800.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/1465331/1.jpg?9376,https://www.jumia.com.eg/american-eagle-ae-long-sleeve-tiered-embroidered-midi-dress-133564157.html
LC Waikiki Crew Neck Flower Long Sleeve Women's Dress,EGP 449.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/7549621/1.jpg?3495,https://www.jumia.com.eg/lc-waikiki-crew-neck-flower-long-sleeve-womens-dress-126945762.html
LC Waikiki Patterned Poplin Dress,"EGP 1,079.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/3791431/1.jpg?9899,https://www.jumia.com.eg/lc-waikiki-patterned-poplin-dress-134197324.html
Long chiffon dress with open sleeves,EGP 700.00 - EGP 750.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/4036331/1.jpg?9664,https://www.jumia.com.eg/generic-long-chiffon-dress-with-open-sleeves-133630447.html
Dress,EGP 850.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/442042/1.jpg?2564,https://www.jumia.com.eg/generic-dress-24024493.html
LC Waikiki Belted Shirt Dress,EGP 749.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/9176331/1.jpg?1588,https://www.jumia.com.eg/lc-waikiki-belted-shirt-dress-133671966.html
LC Waikiki V Neck Straight Short Sleeve A-Cut Women Dress,EGP 639.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/1079921/1.jpg?0329,https://www.jumia.com.eg/lc-waikiki-v-neck-straight-short-sleeve-a-cut-women-dress-129970185.html
Evening Dress.,"EGP 1,675.00",dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/122182/1.jpg?1284,https://www.jumia.com.eg/generic-evening-dress.-28122129.html
LC Waikiki Square Collar A-Line Dress,EGP 699.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/2851431/1.jpg?6306,https://www.jumia.com.eg/lc-waikiki-square-collar-a-line-dress-134158204.html
Carina Viscose Solid Pattern Dress,EGP 450.00,dresses,women,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/2191031/1.jpg?2371,https://www.jumia.com.eg/carina-viscose-solid-pattern-dress-130191251.html
